14:20:01 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:20:01 [ultranest] [INFO] Sampling 400 live points from prior ...
14:20:01 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:20:01 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:20:01 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:20:01 [ultranest] [INFO] Explored until L=0.04  
14:20:01 [ultranest] [INFO] Likelihood function evaluations: 400
14:20:01 [ultranest] [INFO] Writing samples and results to disk ...
14:20:01 [ultranest] [INFO] Writing samples and results to disk ... done
14:20:01 [ultranest] [DEBUG] did a run_iter pass!
14:20:01 [ultranest] [INFO]   logZ = 0.01422 +- 0.0001342
14:20:01 [ultranest] [INFO] Effective samples strategy wants to improve: 0.01..0.04 (ESS = 400.0, need >400)
14:20:01 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.05 nat, need <0.50 nat)
14:20:01 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:20:01 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (69/129 iterations) have 1
14:20:01 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:20:01 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:20:01 [ultranest] [INFO] Widening from 1 to 800 live points before L=0.01...
14:20:01 [ultranest] [INFO] parent value is -inf, so widening roots
14:20:01 [ultranest] [INFO] Widening roots to 800 live points (have 400 already) ...
14:20:01 [ultranest] [INFO] Sampling 400 live points from prior ...
14:20:01 [ultranest] [INFO] Exploring (in particular: L=-inf..0.04) ...
14:20:01 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 800.0), (0.037822363585210426, 800.0), (inf, 400.0)]
14:20:01 [ultranest] [DEBUG] iteration=0, ncalls=837, regioncalls=0, ndraw=128, logz=-inf, remainder_fraction=100.0000%, Lmin=0.01, Lmax=0.04
14:27:38 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:27:38 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:27:38 [ultranest] [INFO] done iterating.
14:27:38 [ultranest] [DEBUG] Making run plot ... 
14:27:38 [ultranest] [DEBUG] Making run plot ... done
14:27:38 [ultranest] [DEBUG] Making corner plot ...
14:27:39 [ultranest] [DEBUG] Making corner plot ... done
14:27:41 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:27:41 [ultranest] [INFO] Sampling 400 live points from prior ...
14:27:41 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:27:41 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:27:41 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:27:41 [ultranest] [INFO] Explored until L=6e-07  
14:27:41 [ultranest] [INFO] Likelihood function evaluations: 400
14:27:41 [ultranest] [INFO] Writing samples and results to disk ...
14:27:41 [ultranest] [INFO] Writing samples and results to disk ... done
14:27:41 [ultranest] [DEBUG] did a run_iter pass!
14:27:41 [ultranest] [INFO]   logZ = 5.406e-07 +- 6.858e-09
14:27:41 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:27:41 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.06 nat, need <0.50 nat)
14:27:41 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:27:41 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (71/131 iterations) have 1
14:27:41 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:27:41 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:27:41 [ultranest] [INFO] done iterating.
14:27:41 [ultranest] [DEBUG] Making run plot ... 
14:27:41 [ultranest] [DEBUG] Making run plot ... done
14:27:41 [ultranest] [DEBUG] Making corner plot ...
14:27:42 [ultranest] [DEBUG] Making corner plot ... done
14:27:43 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:27:43 [ultranest] [INFO] Sampling 400 live points from prior ...
14:27:43 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:27:43 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:27:43 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:27:43 [ultranest] [INFO] Explored until L=1e-06  
14:27:43 [ultranest] [INFO] Likelihood function evaluations: 400
14:27:43 [ultranest] [INFO] Writing samples and results to disk ...
14:27:43 [ultranest] [INFO] Writing samples and results to disk ... done
14:27:43 [ultranest] [DEBUG] did a run_iter pass!
14:27:43 [ultranest] [INFO]   logZ = 3.602e-08 +- 4.805e-09
14:27:43 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:27:43 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.45+-0.05 nat, need <0.50 nat)
14:27:43 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:27:43 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (204/376 iterations) have 1
14:27:43 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:27:43 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:27:43 [ultranest] [INFO] done iterating.
14:27:43 [ultranest] [DEBUG] Making run plot ... 
14:27:44 [ultranest] [DEBUG] Making run plot ... done
14:27:44 [ultranest] [DEBUG] Making corner plot ...
14:27:44 [ultranest] [DEBUG] Making corner plot ... done
14:28:44 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:28:44 [ultranest] [INFO] Sampling 400 live points from prior ...
14:28:44 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:28:44 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:28:44 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:28:44 [ultranest] [INFO] Explored until L=9e-07  
14:28:44 [ultranest] [INFO] Likelihood function evaluations: 400
14:28:44 [ultranest] [INFO] Writing samples and results to disk ...
14:28:44 [ultranest] [INFO] Writing samples and results to disk ... done
14:28:44 [ultranest] [DEBUG] did a run_iter pass!
14:28:44 [ultranest] [INFO]   logZ = 7.674e-07 +- 7.674e-09
14:28:44 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:28:44 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.05 nat, need <0.50 nat)
14:28:44 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:28:44 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (146/282 iterations) have 1
14:28:44 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:28:44 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:28:44 [ultranest] [INFO] done iterating.
14:28:44 [ultranest] [DEBUG] Making run plot ... 
14:28:45 [ultranest] [DEBUG] Making run plot ... done
14:28:45 [ultranest] [DEBUG] Making corner plot ...
14:28:45 [ultranest] [DEBUG] Making corner plot ... done
14:28:47 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:28:47 [ultranest] [INFO] Sampling 400 live points from prior ...
14:28:47 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:28:47 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:28:47 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:28:47 [ultranest] [INFO] Explored until L=8e-07  
14:28:47 [ultranest] [INFO] Likelihood function evaluations: 400
14:28:47 [ultranest] [INFO] Writing samples and results to disk ...
14:28:47 [ultranest] [INFO] Writing samples and results to disk ... done
14:28:47 [ultranest] [DEBUG] did a run_iter pass!
14:28:47 [ultranest] [INFO]   logZ = 3.8e-08 +- 4.223e-09
14:28:47 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:28:47 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.05 nat, need <0.50 nat)
14:28:47 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:28:47 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (116/222 iterations) have 1
14:28:47 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:28:47 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:28:47 [ultranest] [INFO] done iterating.
14:28:47 [ultranest] [DEBUG] Making run plot ... 
14:28:48 [ultranest] [DEBUG] Making run plot ... done
14:28:48 [ultranest] [DEBUG] Making corner plot ...
14:28:48 [ultranest] [DEBUG] Making corner plot ... done
14:28:50 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:28:50 [ultranest] [INFO] Sampling 400 live points from prior ...
14:28:50 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:28:50 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:28:50 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:28:50 [ultranest] [INFO] Explored until L=9e-07  
14:28:50 [ultranest] [INFO] Likelihood function evaluations: 400
14:28:50 [ultranest] [INFO] Writing samples and results to disk ...
14:28:50 [ultranest] [INFO] Writing samples and results to disk ... done
14:28:50 [ultranest] [DEBUG] did a run_iter pass!
14:28:50 [ultranest] [INFO]   logZ = 3.308e-08 +- 4.42e-09
14:28:50 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:28:50 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.05 nat, need <0.50 nat)
14:28:50 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:28:50 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (53/99 iterations) have 1
14:28:50 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:28:50 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:28:50 [ultranest] [INFO] done iterating.
14:28:50 [ultranest] [DEBUG] Making run plot ... 
14:28:51 [ultranest] [DEBUG] Making run plot ... done
14:28:51 [ultranest] [DEBUG] Making corner plot ...
14:28:51 [ultranest] [DEBUG] Making corner plot ... done
14:28:53 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:28:53 [ultranest] [INFO] Sampling 400 live points from prior ...
14:28:53 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:28:53 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:28:53 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:28:53 [ultranest] [INFO] Explored until L=7e-07  
14:28:53 [ultranest] [INFO] Likelihood function evaluations: 400
14:28:54 [ultranest] [INFO] Writing samples and results to disk ...
14:28:54 [ultranest] [INFO] Writing samples and results to disk ... done
14:28:54 [ultranest] [DEBUG] did a run_iter pass!
14:28:54 [ultranest] [INFO]   logZ = 4.128e-08 +- 3.781e-09
14:28:54 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:28:54 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.45+-0.05 nat, need <0.50 nat)
14:28:54 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:28:54 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (167/328 iterations) have 1
14:28:54 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:28:54 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:28:54 [ultranest] [INFO] done iterating.
14:28:54 [ultranest] [DEBUG] Making run plot ... 
14:28:54 [ultranest] [DEBUG] Making run plot ... done
14:28:54 [ultranest] [DEBUG] Making corner plot ...
14:28:54 [ultranest] [DEBUG] Making corner plot ... done
14:28:56 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:28:56 [ultranest] [INFO] Sampling 400 live points from prior ...
14:28:57 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:28:57 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:28:57 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:28:57 [ultranest] [INFO] Explored until L=3e-06  
14:28:57 [ultranest] [INFO] Likelihood function evaluations: 400
14:28:57 [ultranest] [INFO] Writing samples and results to disk ...
14:28:57 [ultranest] [INFO] Writing samples and results to disk ... done
14:28:57 [ultranest] [DEBUG] did a run_iter pass!
14:28:57 [ultranest] [INFO]   logZ = 2.817e-06 +- 1.942e-08
14:28:57 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:28:57 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.04 nat, need <0.50 nat)
14:28:57 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:28:57 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (74/138 iterations) have 1
14:28:57 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:28:57 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:28:57 [ultranest] [INFO] done iterating.
14:28:57 [ultranest] [DEBUG] Making run plot ... 
14:28:57 [ultranest] [DEBUG] Making run plot ... done
14:28:57 [ultranest] [DEBUG] Making corner plot ...
14:28:57 [ultranest] [DEBUG] Making corner plot ... done
14:28:59 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:28:59 [ultranest] [INFO] Sampling 400 live points from prior ...
14:29:00 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:29:00 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:29:00 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:29:00 [ultranest] [INFO] Explored until L=1e-06  
14:29:00 [ultranest] [INFO] Likelihood function evaluations: 400
14:29:00 [ultranest] [INFO] Writing samples and results to disk ...
14:29:00 [ultranest] [INFO] Writing samples and results to disk ... done
14:29:00 [ultranest] [DEBUG] did a run_iter pass!
14:29:00 [ultranest] [INFO]   logZ = 1.039e-06 +- 1.015e-08
14:29:00 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:29:00 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.45+-0.03 nat, need <0.50 nat)
14:29:00 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:29:00 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (19/36 iterations) have 1
14:29:00 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:29:00 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:29:00 [ultranest] [INFO] done iterating.
14:29:00 [ultranest] [DEBUG] Making run plot ... 
14:29:00 [ultranest] [DEBUG] Making run plot ... done
14:29:00 [ultranest] [DEBUG] Making corner plot ...
14:29:00 [ultranest] [DEBUG] Making corner plot ... done
14:29:02 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:29:02 [ultranest] [INFO] Sampling 400 live points from prior ...
14:29:03 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:29:03 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:29:03 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:29:03 [ultranest] [INFO] Explored until L=6e-07  
14:29:03 [ultranest] [INFO] Likelihood function evaluations: 400
14:29:03 [ultranest] [INFO] Writing samples and results to disk ...
14:29:03 [ultranest] [INFO] Writing samples and results to disk ... done
14:29:03 [ultranest] [DEBUG] did a run_iter pass!
14:29:03 [ultranest] [INFO]   logZ = 3.974e-08 +- 2.9e-09
14:29:03 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:29:03 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.06 nat, need <0.50 nat)
14:29:03 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:29:03 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (39/68 iterations) have 1
14:29:03 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:29:03 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:29:03 [ultranest] [INFO] done iterating.
14:29:03 [ultranest] [DEBUG] Making run plot ... 
14:29:03 [ultranest] [DEBUG] Making run plot ... done
14:29:03 [ultranest] [DEBUG] Making corner plot ...
14:29:03 [ultranest] [DEBUG] Making corner plot ... done
14:29:06 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:29:06 [ultranest] [INFO] Sampling 400 live points from prior ...
14:29:06 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:29:06 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:29:06 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:29:06 [ultranest] [INFO] Explored until L=8e-07  
14:29:06 [ultranest] [INFO] Likelihood function evaluations: 400
14:29:06 [ultranest] [INFO] Writing samples and results to disk ...
14:29:06 [ultranest] [INFO] Writing samples and results to disk ... done
14:29:06 [ultranest] [DEBUG] did a run_iter pass!
14:29:06 [ultranest] [INFO]   logZ = 3.971e-08 +- 4.086e-09
14:29:06 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:29:06 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.45+-0.07 nat, need <0.50 nat)
14:29:06 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:29:06 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (53/100 iterations) have 1
14:29:06 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:29:06 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:29:06 [ultranest] [INFO] done iterating.
14:29:06 [ultranest] [DEBUG] Making run plot ... 
14:29:06 [ultranest] [DEBUG] Making run plot ... done
14:29:06 [ultranest] [DEBUG] Making corner plot ...
14:29:06 [ultranest] [DEBUG] Making corner plot ... done
14:29:09 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:29:09 [ultranest] [INFO] Sampling 400 live points from prior ...
14:29:09 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:29:09 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:29:09 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:29:09 [ultranest] [INFO] Explored until L=6e-07  
14:29:09 [ultranest] [INFO] Likelihood function evaluations: 400
14:29:09 [ultranest] [INFO] Writing samples and results to disk ...
14:29:09 [ultranest] [INFO] Writing samples and results to disk ... done
14:29:09 [ultranest] [DEBUG] did a run_iter pass!
14:29:09 [ultranest] [INFO]   logZ = 5.371e-07 +- 6.522e-09
14:29:09 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:29:09 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.07 nat, need <0.50 nat)
14:29:09 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:29:09 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (43/73 iterations) have 1
14:29:09 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:29:09 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:29:09 [ultranest] [INFO] done iterating.
14:29:09 [ultranest] [DEBUG] Making run plot ... 
14:29:09 [ultranest] [DEBUG] Making run plot ... done
14:29:09 [ultranest] [DEBUG] Making corner plot ...
14:29:09 [ultranest] [DEBUG] Making corner plot ... done
14:29:11 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:29:11 [ultranest] [INFO] Sampling 400 live points from prior ...
14:29:11 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:29:11 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:29:11 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:29:11 [ultranest] [INFO] Explored until L=9e-07  
14:29:11 [ultranest] [INFO] Likelihood function evaluations: 400
14:29:11 [ultranest] [INFO] Writing samples and results to disk ...
14:29:11 [ultranest] [INFO] Writing samples and results to disk ... done
14:29:11 [ultranest] [DEBUG] did a run_iter pass!
14:29:11 [ultranest] [INFO]   logZ = 4.58e-08 +- 5.501e-09
14:29:11 [ultranest] [INFO] Effective samples strategy wants to improve: 0.00..0.00 (ESS = 400.0, need >400)
14:29:11 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.47+-0.07 nat, need <0.50 nat)
14:29:11 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:29:11 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (104/206 iterations) have 1
14:29:11 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:29:11 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:29:11 [ultranest] [INFO] done iterating.
14:29:11 [ultranest] [DEBUG] Making run plot ... 
14:29:11 [ultranest] [DEBUG] Making run plot ... done
14:29:11 [ultranest] [DEBUG] Making corner plot ...
14:29:12 [ultranest] [DEBUG] Making corner plot ... done
14:29:40 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:29:40 [ultranest] [INFO] Sampling 400 live points from prior ...
14:29:40 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:29:40 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:29:40 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:29:40 [ultranest] [INFO] Explored until L=5e-10  
14:29:40 [ultranest] [INFO] Likelihood function evaluations: 400
14:29:40 [ultranest] [INFO] Writing samples and results to disk ...
14:29:40 [ultranest] [INFO] Writing samples and results to disk ... done
14:29:40 [ultranest] [DEBUG] did a run_iter pass!
14:29:40 [ultranest] [INFO]   logZ = 9.91e-12 +- 1.732e-12
14:29:40 [ultranest] [INFO] Effective samples strategy satisfied (ESS = 400.0, need >400)
14:29:40 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.05 nat, need <0.50 nat)
14:29:40 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:29:40 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (62/118 iterations) have 1
14:29:40 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:29:40 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:29:40 [ultranest] [INFO] done iterating.
14:29:40 [ultranest] [DEBUG] Making run plot ... 
14:29:41 [ultranest] [DEBUG] Making run plot ... done
14:29:41 [ultranest] [DEBUG] Making corner plot ...
14:29:41 [ultranest] [DEBUG] Making corner plot ... done
